belnr,line_count,bukrs,gjahr,usnam,blart,budat,dmbtr_sum,dmbtr_max,vendor_group,ae_error_max,risk_score_max,risk_level,reason,action
5100017830,2,USA1,2018,13,8,2018-12-01,188261849.43,94530108.46,벤더 거래,0.46292228,31,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 9,597,396)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100021811,2,USA1,2019,13,8,2019-12-07,235166683.44,118081926.83,벤더 거래,0.45901686,31,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 11,999,989)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029387,2,USA1,2021,13,8,2021-12-11,187964397.15,94454470.93,벤더 없는 거래 유형,0.45713305,31,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 9,505,141)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029521,2,USA1,2021,13,8,2021-12-19,179731798.73000002,90317486.8,벤더 없는 거래 유형,0.45442846,31,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 9,088,828)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
4900001568,4,C001,2022,17,13,2022-04-14,0.8,0.2,벤더 없는 거래 유형,0.86151,30,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
90000544,15,C001,2022,2,9,2022-03-18,34579.340000000004,7446.0,벤더 없는 거래 유형,0.69964284,30,저위험,해당 사용자의 평소 전기 패턴에서 3.8σ 이탈,해당 사용자의 접근 권한 및 해당 시간대 업무 필요성 확인 필요
90000545,15,C001,2022,2,9,2022-03-18,30435.03,5482.5,벤더 없는 거래 유형,0.69959366,30,저위험,해당 사용자의 평소 전기 패턴에서 3.8σ 이탈,해당 사용자의 접근 권한 및 해당 시간대 업무 필요성 확인 필요
90000543,13,C001,2022,2,9,2022-03-18,16777.100000000002,4016.05,벤더 없는 거래 유형,0.6989888,30,저위험,해당 사용자의 평소 전기 패턴에서 3.8σ 이탈,해당 사용자의 접근 권한 및 해당 시간대 업무 필요성 확인 필요
100000044,4,C003,2022,17,0,2022-03-28,31250.0,9375.0,벤더 없는 거래 유형,0.63350093,30,저위험,동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.6),유사 거래 대비 금액 적정성 검토 필요
1400000000,19,C004,2022,1,3,2022-02-01,294352.8,52038.7,벤더 없는 거래 유형,0.628469,30,저위험,동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.2),유사 거래 대비 금액 적정성 검토 필요
4900000046,2,USA1,2022,19,13,2022-02-23,2000.0,1000.0,벤더 없는 거래 유형,0.5742778,30,저위험,"금액이 1,000 단위 정수 (비정상 반올림 의심) | 해당 사용자의 평소 전기 패턴에서 3.2σ 이탈",실제 청구서/계약서 금액과 대조 필요 / 해당 사용자의 접근 권한 및 해당 시간대 업무 필요성 확인 필요
5100021983,2,USA1,2019,13,8,2019-12-28,153871493.99,77261975.33,벤더 거래,0.43048486,30,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.0) | 현지통화와 문서통화 금액 차이 발생 (차이: 7,851,691)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029704,1,USA1,2022,13,8,2022-03-06,119203855.87,119203855.87,벤더 거래,0.41463518,30,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 12,112,080)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029882,1,USA1,2022,13,8,2022-03-20,113215609.39,113215609.39,벤더 거래,0.41279337,30,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 11,503,625)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5105600143,3,C003,2022,21,8,2022-04-24,1800.0,900.0,벤더 없는 거래 유형,0.83152515,29,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
1900000010,7,C001,2022,1,5,2022-02-17,12000.0,2400.0,벤더 거래,0.82647234,29,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
1400000031,4,C001,2022,1,3,2022-03-16,157322.0,39330.5,벤더 없는 거래 유형,0.81675494,29,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
1400000007,14,C003,2022,1,3,2022-03-22,22687.08,5047.8,벤더 없는 거래 유형,0.8102264,29,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
90000104,2,C001,2022,21,9,2022-03-09,8000.0,4000.0,벤더 없는 거래 유형,0.6896606,29,저위험,"금액이 1,000 단위 정수 (비정상 반올림 의심)",실제 청구서/계약서 금액과 대조 필요
100000036,4,C003,2022,17,0,2022-03-28,30350.0,9105.0,벤더 없는 거래 유형,0.60234666,29,저위험,동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.4),유사 거래 대비 금액 적정성 검토 필요
90000060,4,C001,2022,3,9,2022-01-24,46005.0,14052.5,벤더 없는 거래 유형,0.59735316,29,저위험,동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.4),유사 거래 대비 금액 적정성 검토 필요
5100029822,2,USA1,2022,13,8,2022-03-27,214468199.99,107781188.05,벤더 거래,0.40815866,29,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.3) | 현지통화와 문서통화 금액 차이 발생 (차이: 10,951,444)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029400,1,USA1,2021,13,8,2021-12-02,116182114.28,116182114.28,벤더 없는 거래 유형,0.4069208,29,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 11,809,735)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029883,2,USA1,2022,13,8,2022-03-20,206714809.64,103884714.71,벤더 거래,0.4049749,29,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.2) | 현지통화와 문서통화 금액 차이 발생 (차이: 10,555,531)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029878,2,USA1,2022,13,8,2022-03-20,201523172.63,101275652.83,벤더 거래,0.40452814,29,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.1) | 현지통화와 문서통화 금액 차이 발생 (차이: 10,290,429)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029880,2,USA1,2022,13,8,2022-03-20,179074275.17000002,89993939.09,벤더 거래,0.40339732,29,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 9,144,115)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029328,1,USA1,2021,13,8,2021-12-10,106712356.9,106712356.9,벤더 없는 거래 유형,0.3895493,29,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.3) | 현지통화와 문서통화 금액 차이 발생 (차이: 10,847,148)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029357,1,USA1,2021,13,8,2021-12-07,104966922.7,104966922.7,벤더 없는 거래 유형,0.3852566,29,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.2) | 현지통화와 문서통화 금액 차이 발생 (차이: 10,669,728)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100018096,1,USA1,2019,13,8,2019-03-16,113808184.96,113808184.96,벤더 거래,0.38472858,29,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 11,565,673)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100018253,1,USA1,2019,13,8,2019-03-30,115096879.6,115096879.6,벤더 거래,0.3847002,29,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 11,696,636)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100026124,1,USA1,2021,13,8,2021-03-14,78986650.58,78986650.58,벤더 거래,0.38378283,29,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.1) | 현지통화와 문서통화 금액 차이 발생 (차이: 8,028,873)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100018218,1,USA1,2019,13,8,2019-03-24,102586087.58,102586087.58,벤더 거래,0.38370267,29,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.1) | 현지통화와 문서통화 금액 차이 발생 (차이: 10,425,236)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5105600104,7,C001,2022,17,8,2022-01-24,800.0,160.0,벤더 없는 거래 유형,0.79408336,28,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
5105600151,3,C003,2022,17,8,2022-04-24,900.0,450.0,벤더 없는 거래 유형,0.7887135,28,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
90000136,2,C002,2022,21,9,2022-03-21,16000.0,8000.0,벤더 없는 거래 유형,0.64191,28,저위험,"금액이 1,000 단위 정수 (비정상 반올림 의심)",실제 청구서/계약서 금액과 대조 필요
5000000008,7,EU01,2022,8,12,2022-02-11,4176.0,1600.0,벤더 거래,0.61141604,28,저위험,"금액이 1,000 단위 정수 (비정상 반올림 의심) | 해당 사용자의 평소 전기 패턴에서 3.5σ 이탈",실제 청구서/계약서 금액과 대조 필요 / 해당 사용자의 접근 권한 및 해당 시간대 업무 필요성 확인 필요
5100029454,2,USA1,2021,13,8,2021-12-25,153143800.22,76956683.53,벤더 거래,0.3944389,28,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.0) | 현지통화와 문서통화 금액 차이 발생 (차이: 7,822,530)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100026082,1,USA1,2021,13,8,2021-03-21,87425574.31,87425574.31,벤더 거래,0.3804175,28,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.5) | 현지통화와 문서통화 금액 차이 발생 (차이: 8,886,676)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100022031,1,USA1,2020,13,8,2020-03-08,93633602.56,93633602.56,벤더 거래,0.37169823,28,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 9,518,469)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
4900000159,2,USA1,2022,4,11,2022-04-02,18132461170.0,9066230585.0,벤더 없는 거래 유형,0.77385503,27,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
90001267,16,C001,2022,2,9,2022-04-12,4111.44,648.26,벤더 없는 거래 유형,0.7665442,27,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
1700000000,5,C001,2022,1,4,2022-02-10,8000.0,1600.0,벤더 거래,0.7663141,27,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
5105600152,3,C003,2022,2,8,2022-04-24,1650.0,825.0,벤더 없는 거래 유형,0.7639405,27,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
4900000163,2,USA1,2022,4,11,2022-04-02,17090174886.0,8545087443.0,벤더 없는 거래 유형,0.7615574,27,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
4900000020,2,USA1,2022,11,13,2022-01-24,400.0,200.0,벤더 없는 거래 유형,0.7569223,27,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
4900000022,2,USA1,2022,11,13,2022-01-24,400.0,200.0,벤더 없는 거래 유형,0.7569223,27,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
5105600116,7,C005,2022,17,8,2022-02-01,105.0,21.0,벤더 없는 거래 유형,0.7537781,27,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
100000003,16,C002,2022,3,0,2022-02-03,40650.0,6912.0,벤더 없는 거래 유형,0.7473199,27,저위험,동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.2),유사 거래 대비 금액 적정성 검토 필요
4900000037,2,USA1,2022,13,11,2022-02-06,400.0,200.0,벤더 없는 거래 유형,0.6274789,27,저위험,해당 사용자의 평소 전기 패턴에서 3.7σ 이탈,해당 사용자의 접근 권한 및 해당 시간대 업무 필요성 확인 필요
4900000027,10,EU01,2022,4,11,2022-03-30,29833832200.0,11933181000.0,벤더 없는 거래 유형,0.6266218,27,저위험,"금액이 1,000 단위 정수 (비정상 반올림 의심)",실제 청구서/계약서 금액과 대조 필요
5000017546,2,USA1,2018,19,12,2018-05-30,3687819.88,1843909.94,벤더 거래,0.562862,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 117,696)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017462,2,USA1,2018,19,12,2018-05-25,3370621.92,1685310.96,벤더 거래,0.5612881,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 107,573)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017549,2,USA1,2018,19,12,2018-05-11,3339175.54,1669587.77,벤더 거래,0.5611265,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 106,569)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017548,2,USA1,2018,19,12,2018-05-21,3307260.84,1653630.42,벤더 거래,0.56096107,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 105,551)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017468,2,USA1,2018,19,12,2018-04-23,3020694.22,1510347.11,벤더 거래,0.56026155,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 96,405)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017545,2,USA1,2018,19,12,2018-05-25,3124423.44,1562211.72,벤더 거래,0.5599909,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 99,716)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017547,2,USA1,2018,19,12,2018-04-20,2939910.08,1469955.04,벤더 거래,0.5597421,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 93,827)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017636,2,USA1,2018,19,12,2018-04-24,2899322.72,1449661.36,벤더 거래,0.559478,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 92,532)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017463,2,USA1,2018,19,12,2018-05-31,2563480.12,1281740.06,벤더 거래,0.5567298,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 81,813)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017464,2,USA1,2018,19,12,2018-05-29,2397746.92,1198873.46,벤더 거래,0.55566794,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 76,524)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017639,2,USA1,2018,19,12,2018-05-15,2279856.86,1139928.43,벤더 거래,0.55487984,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 72,761)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017448,2,USA1,2018,19,12,2018-05-25,2212705.48,1106352.74,벤더 거래,0.5544178,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 70,618)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017454,2,USA1,2018,19,12,2018-05-31,2118790.8,1059395.4,벤더 거래,0.5537546,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 67,621)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017452,2,USA1,2018,19,12,2018-05-23,2073095.9,1036547.95,벤더 거래,0.5534243,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 66,163)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017451,2,USA1,2018,19,12,2018-05-10,2024597.12,1012298.56,벤더 거래,0.55306804,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 64,615)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017635,2,USA1,2018,19,12,2018-05-14,2024395.84,1012197.92,벤더 거래,0.55306655,27,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 64,608)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
90000102,4,C002,2022,17,9,2022-03-16,52984.5,13350.0,벤더 없는 거래 유형,0.53328604,27,저위험,동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.2),유사 거래 대비 금액 적정성 검토 필요
4900000634,4,C001,2022,2,13,2022-03-19,8000.0,2000.0,벤더 없는 거래 유형,0.47337046,27,저위험,"금액이 1,000 단위 정수 (비정상 반올림 의심) | 해당 사용자의 평소 전기 패턴에서 3.3σ 이탈",실제 청구서/계약서 금액과 대조 필요 / 해당 사용자의 접근 권한 및 해당 시간대 업무 필요성 확인 필요
5105600153,3,C003,2022,17,8,2022-04-25,1080.0,540.0,벤더 없는 거래 유형,0.7494641,26,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
4900000021,2,USA1,2022,11,13,2022-01-24,400.0,200.0,벤더 없는 거래 유형,0.7462944,26,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
1900000007,4,C001,2022,3,5,2022-02-14,432.0,108.0,벤더 없는 거래 유형,0.7373224,26,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
5105600157,3,C003,2022,2,8,2022-04-25,945.0,472.5,벤더 없는 거래 유형,0.7251826,26,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
5105600118,5,C001,2022,17,8,2022-02-02,7500.0,1500.0,벤더 없는 거래 유형,0.7243412,26,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
5105600119,5,C001,2022,17,8,2022-02-02,7500.0,1500.0,벤더 없는 거래 유형,0.7243412,26,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
4900000011,5,EU01,2022,8,11,2022-02-06,20576.0,20000.0,벤더 없는 거래 유형,0.60021126,26,저위험,해당 사용자의 평소 전기 패턴에서 3.5σ 이탈,해당 사용자의 접근 권한 및 해당 시간대 업무 필요성 확인 필요
5000017488,2,USA1,2018,19,12,2018-05-24,1934462.78,967231.39,벤더 거래,0.5523895,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 61,738)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017467,2,USA1,2018,19,12,2018-05-11,1892237.34,946118.67,벤더 거래,0.5520641,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 60,391)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017486,2,USA1,2018,19,12,2018-05-14,1831397.14,915698.57,벤더 거래,0.55158585,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 58,449)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017484,2,USA1,2018,19,12,2018-05-08,1190767.74,595383.87,벤더 거래,0.54572546,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 38,003)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017489,2,USA1,2018,19,12,2018-04-18,1178623.62,589311.81,벤더 거래,0.5451628,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 37,616)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017466,2,USA1,2018,19,12,2018-05-13,3912221.12,1956110.56,벤더 거래,0.5410083,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 124,858)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017637,2,USA1,2018,19,12,2018-04-07,2778409.58,1389204.79,벤더 거래,0.5378606,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 88,673)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017465,2,USA1,2018,19,12,2018-05-26,3082841.68,1541420.84,벤더 거래,0.5355274,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 98,389)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017450,2,USA1,2018,19,12,2018-04-29,2469236.64,1234618.32,벤더 거래,0.5354084,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 78,805)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017638,2,USA1,2018,19,12,2018-05-27,2861760.44,1430880.22,벤더 거래,0.53395945,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 91,333)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017634,2,USA1,2018,19,12,2018-05-20,2790274.72,1395137.36,벤더 거래,0.53344035,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 89,051)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017453,2,USA1,2018,19,12,2018-04-29,2223329.1,1111664.55,벤더 거래,0.53337765,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 70,957)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5000017487,2,USA1,2018,19,12,2018-04-07,1386775.58,693387.79,벤더 거래,0.5256333,26,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 44,259)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
100000037,4,C003,2022,17,0,2022-03-28,27875.0,8362.5,벤더 없는 거래 유형,0.52258396,26,저위험,동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.0),유사 거래 대비 금액 적정성 검토 필요
100000035,4,C003,2022,17,0,2022-03-28,27680.0,8304.0,벤더 없는 거래 유형,0.5166614,26,저위험,동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.0),유사 거래 대비 금액 적정성 검토 필요
100000063,4,C003,2022,17,0,2022-03-28,27680.0,8304.0,벤더 없는 거래 유형,0.5166614,26,저위험,동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=4.0),유사 거래 대비 금액 적정성 검토 필요
90000717,4,C001,2022,17,9,2022-03-23,54601.5,13950.75,벤더 없는 거래 유형,0.5064634,26,저위험,동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.2),유사 거래 대비 금액 적정성 검토 필요
100000043,4,C003,2022,17,0,2022-03-28,27180.0,8154.0,벤더 없는 거래 유형,0.5017299,26,저위험,동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.9),유사 거래 대비 금액 적정성 검토 필요
4900000599,2,C001,2022,17,13,2022-03-19,16000.0,8000.0,벤더 없는 거래 유형,0.36473686,26,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.2) | 금액이 1,000 단위 정수 (비정상 반올림 의심)",유사 거래 대비 금액 적정성 검토 필요 / 실제 청구서/계약서 금액과 대조 필요
1900000008,5,C001,2022,3,5,2022-02-14,4000.0,800.0,벤더 거래,0.7218345,25,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
4900001618,4,C005,2022,17,13,2022-03-31,367.2,91.8,벤더 없는 거래 유형,0.721176,25,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
5105600156,3,C003,2022,2,8,2022-04-25,1260.0,630.0,벤더 없는 거래 유형,0.719605,25,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
90000063,9,C001,2022,17,9,2022-02-01,65725.0,9845.0,벤더 없는 거래 유형,0.7180006,25,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
5105600154,3,C003,2022,2,8,2022-04-25,1440.0,720.0,벤더 없는 거래 유형,0.7171339,25,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
5105600155,3,C003,2022,2,8,2022-04-25,1800.0,900.0,벤더 없는 거래 유형,0.71290004,25,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
4900000019,2,USA1,2022,11,13,2022-01-24,400.0,200.0,벤더 없는 거래 유형,0.69444627,25,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
4900000057,4,C001,2022,3,11,2022-01-24,8000.0,2000.0,벤더 없는 거래 유형,0.5779295,25,저위험,"금액이 1,000 단위 정수 (비정상 반올림 의심)",실제 청구서/계약서 금액과 대조 필요
5100000020,2,USA1,2022,13,8,2022-02-06,20.0,10.0,벤더 거래,0.56999016,25,저위험,해당 사용자의 평소 전기 패턴에서 3.7σ 이탈,해당 사용자의 접근 권한 및 해당 시간대 업무 필요성 확인 필요
1400000003,16,C002,2022,1,3,2022-02-17,71307.28,15804.0,벤더 없는 거래 유형,0.5549224,25,저위험,"금액이 1,000 단위 정수 (비정상 반올림 의심)",실제 청구서/계약서 금액과 대조 필요
5000017449,2,USA1,2018,19,12,2018-05-27,1463735.52,731867.76,벤더 거래,0.52214706,25,저위험,"현지통화와 문서통화 금액 차이 발생 (차이: 46,715)",환율 적용 기준 및 환차손익 처리 적정성 확인 필요
